GFOSS_contig_ID	C-1	C-2	C-3	C-4	C-5	C-Ac-1	C-Ac-2	C-Ac-3	C-Ac-4	C-Ac-5	Cd-C1-1	Cd-C1-2	Cd-C1-3	Cd-C1-4	Cd-C1-5	Cd-C3-1	Cd-C3-2	Cd-C3-3	Cd-C3-4	Cd-C3-5	MET-C1-1	MET-C1-2	MET-C1-3	MET-C1-4	MET-C1-5	MET-C2-1	MET-C2-2	MET-C2-3	MET-C2-4	MET-C2-5	PYR-C1-1	PYR-C1-2	PYR-C1-3	PYR-C1-4	PYR-C1-5	PYR-C3-1	PYR-C3-2	PYR-C3-3	PYR-C3-4	PYR-C3-5
87677_fr3	0	0	0	0	0	0	0	0	0	0	0	0	7	8	6	0	0	4	6	0	0	0	0	0	0	0	4	5	7	0	4	2	4	0	5	0	6	4	0	0
87717_fr4	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
87769_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	4	0	0	5	0	0	0	0	0	0	0	0	0	0	0
87821_fr6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	4	0	2	0	0	0	0	0
90711_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
94514_fr5	0	1	2	0	0	0	0	2	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
97936_fr6	1	0	0	2	1	1	0	0	0	0	0	2	6	2	2	0	0	0	0	0	1	2	0	2	2	0	1	1	2	2	0	0	0	0	2	0	2	2	0	0
98010_fr6	2	0	0	1	0	1	1	0	0	0	1	1	0	0	0	3	4	2	3	0	2	0	0	1	4	1	2	3	2	2	1	0	0	0	2	0	1	4	2	0
98012_fr3	2	0	3	2	0	6	6	2	3	2	0	0	2	0	0	0	0	0	0	2	2	2	1	0	0	1	0	2	0	0	2	2	0	2	5	2	3	2	2	4
98023_fr1	3	7	0	2	5	0	0	2	0	2	9	0	0	0	2	0	0	10	13	0	0	0	13	0	0	0	6	1	3	0	2	0	2	4	1	2	3	0	0	16
98110_fr5	0	0	0	0	0	0	0	0	0	0	1	12	2	0	0	0	1	0	0	0	0	0	0	2	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0
98152_fr5	3	5	3	4	6	0	0	3	4	6	0	4	4	7	2	5	0	6	2	2	4	5	3	4	4	2	6	4	7	4	4	2	2	7	6	6	6	5	0	5
98188_fr3	0	0	0	0	2	0	0	0	0	11	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
98247_fr5	0	0	0	11	7	6	0	1	4	11	6	1	0	0	1	1	0	0	4	4	1	2	5	0	1	9	2	2	5	5	2	8	3	3	8	7	2	2	0	13
98260_fr1	0	3	0	0	0	2	13	0	0	0	0	0	0	0	3	0	0	0	0	5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	7	8	0
98464_fr4	3	0	4	5	0	3	0	4	0	0	4	12	0	6	5	0	3	12	14	0	6	0	0	3	0	14	0	4	5	0	3	5	4	0	7	0	0	15	4	4
99411_fr2	0	1	0	4	0	9	5	7	6	4	2	0	4	4	2	0	0	0	2	4	6	5	0	2	1	2	2	3	6	3	4	2	0	3	0	4	4	4	4	0
100349_fr3	9	13	10	11	13	8	6	14	13	16	8	13	10	11	10	9	11	13	6	19	10	13	11	8	11	16	13	11	14	10	9	11	12	10	12	10	8	12	9	11
101079_fr6	0	0	1	1	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	2	1	0	0
101957_fr2	1	2	0	2	0	2	4	0	0	0	0	0	0	0	2	0	0	2	2	2	0	1	0	0	0	0	1	0	0	0	1	2	0	4	0	2	0	2	1	0
102192_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
102540_fr6	0	0	0	1	0	0	0	0	0	4	0	2	1	0	0	0	0	4	0	0	1	0	0	0	2	2	0	0	3	4	0	2	0	0	2	0	2	0	0	2
103394_fr3	1	0	0	0	0	0	0	0	0	0	2	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	2	0	1	0	0	0	0
105020_fr5	8	8	7	9	0	12	7	9	2	4	8	13	14	8	9	13	16	7	11	4	8	4	4	15	35	4	7	6	4	11	8	7	6	6	9	2	9	7	9	2
105032_fr3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
105035_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105044_fr3	2	2	1	0	3	0	0	2	0	0	0	1	0	0	0	0	0	0	1	0	0	2	2	0	0	3	1	2	3	4	0	0	0	0	0	0	0	0	0	1
105132_fr2	0	0	0	0	2	0	0	0	0	0	0	1	2	4	0	4	0	5	5	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105194_fr6	2	2	2	0	3	2	2	0	0	0	2	2	3	2	2	2	2	2	0	3	3	3	5	2	3	0	3	3	0	3	0	0	0	0	0	3	3	5	0	0
105322_fr2	0	0	1	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1
105389_fr4	2	1	0	0	0	0	0	1	0	0	0	1	0	2	0	0	0	0	0	1	2	2	0	0	0	2	0	1	2	2	0	2	2	0	2	2	2	0	0	5
105472_fr5	2	1	4	5	4	2	0	2	0	2	1	1	4	2	1	0	0	2	0	0	0	0	2	0	2	5	0	0	4	0	0	5	2	2	5	0	1	2	1	7
105618_fr2	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
105628_fr5	0	0	0	3	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	2	2	0	0	0	0
105712_fr5	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	2	2	0	1	1	0	2	1	0	2	0	2	0	0	0	0	0	2	0	1	0	0	2
105765_fr4	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	1	0	1	1	2	0	0	0	2	0	0	0	0	0	1	1	0	0	2	0	0	0	1
106001_fr4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0
106017_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	1
106795_fr3	0	0	0	0	0	0	0	3	0	4	4	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	2	2	0	0	0	5	2	3	0	2	0	0	0
107314_fr5	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	3	1	1	0	0	1	0	0	2	0
108701_fr3	2	2	2	4	0	0	0	0	0	2	2	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	1	0	0	3	0	0	0
109189_fr5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
109413_fr2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	2	2	0	0	2	2	0	0	0
109695_fr1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0
110907_fr2	10	0	10	6	12	4	0	10	2	7	0	2	0	0	8	2	0	0	2	13	9	7	0	2	5	2	2	4	1	4	0	2	4	5	3	5	5	6	1	0
110912_fr3	0	0	0	0	7	4	0	6	5	9	0	0	0	4	0	0	0	0	2	0	7	4	0	3	3	7	0	6	3	4	0	7	7	6	6	6	8	5	0	5
110918_fr2	3	2	2	7	2	4	6	6	12	9	5	2	2	2	2	4	4	5	4	2	5	4	4	2	3	2	3	2	2	4	9	4	2	2	2	7	2	3	5	2
110964_fr1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
110976_fr3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
110978_fr6	3	3	4	4	0	4	2	3	4	4	3	3	4	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
111022_fr3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	2	0	0	2	0	3	2	0	2	1	1	1	0	1	0	0	0	1
111171_fr2	0	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	2	0	0	2	1	0	2	2	0	0	0
111225_fr2	0	0	0	2	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	4	0	0	0	0	0	3	3	1	0	2	0	2	0	6
111453_fr5	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
111526_fr5	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0
111565_fr5	0	0	0	0	0	0	0	2	1	3	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	1
111710_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	2	2	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0
111711_fr4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
111749_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	6	1	4	1	0	0	3	0	4	0	0	5
111876_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	2	0	0	2	0	3	0	0	0	0	0	2
112559_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
114728_fr3	3	2	0	2	0	0	0	0	2	0	0	0	0	1	1	0	0	0	0	0	0	2	2	0	2	1	0	2	2	0	0	0	2	2	0	0	1	2	0	2
116243_fr4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	3	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	2	0
116254_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116357_fr4	0	0	0	0	0	0	0	2	4	0	0	2	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0
116383_fr1	0	0	0	0	0	0	0	0	0	0	4	3	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	2	0
116386_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0
116403_fr1	0	2	0	4	0	0	1	4	2	0	0	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	0	0	1	1	2	1	2	1	6	7	0	0	0	0
116501_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116507_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
116584_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2
116794_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
116889_fr5	0	2	0	3	2	1	0	2	2	4	0	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	3	2	2	2	2	2	2	2	3	2	2	6
117083_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
117102_fr1	0	0	1	3	5	1	0	4	3	4	4	2	6	0	5	0	6	6	4	8	5	0	0	2	7	0	5	6	6	4	3	0	4	4	7	4	1	1	2	3
117114_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	1	0	0
117464_fr5	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	2
117813_fr6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
121081_fr5	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121125_fr3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
121213_fr3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121218_fr5	8	6	7	11	3	0	3	9	0	0	0	0	6	12	10	0	6	10	2	5	11	13	11	10	0	12	9	8	7	0	6	11	12	6	3	8	13	0	6	0
121267_fr4	0	2	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	6	2	1	0	1	1	1	0	2	0	0	1	0	0	1	0	0
121276_fr1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
121300_fr5	0	1	0	2	3	1	0	2	3	4	0	0	2	4	3	0	0	5	0	0	3	2	0	2	3	2	5	0	5	4	3	4	3	3	4	2	2	5	0	4
121351_fr5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	4	0	0	5	0	0	0	0	2	0	0	0	0	0	4
121407_fr1	1	3	3	2	3	1	2	6	2	5	2	2	1	2	2	2	2	2	2	7	0	1	1	2	2	7	2	2	2	9	0	3	2	2	1	0	2	2	2	2
121429_fr2	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
121829_fr5	0	0	1	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
121888_fr5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
122754_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
125545_fr3	4	4	4	0	2	3	0	4	0	0	2	0	0	4	4	4	1	2	2	0	0	0	4	0	0	0	2	4	0	2	2	0	2	0	2	2	2	0	0	0
125555_fr4	4	4	0	3	2	4	3	2	0	0	3	0	4	0	4	0	0	0	0	0	2	5	0	0	0	0	3	5	0	2	0	4	1	0	0	1	2	0	0	0
125644_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	5
125730_fr1	0	0	0	0	4	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	1	1	0	0	4	4	0	0	1	0	0	0	0	1	4	0	0	0	0	4
125741_fr1	0	0	0	1	2	0	0	0	1	1	0	0	0	1	1	0	0	1	0	0	1	2	1	0	0	0	0	0	0	0	0	1	0	1	1	1	2	1	0	4
125764_fr5	4	6	4	3	4	3	0	0	3	0	5	0	3	0	3	0	3	4	0	0	4	7	2	0	0	0	0	0	2	3	3	4	4	3	2	4	5	5	3	3
125789_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	1	1	0	0	0	2	0	0	0	0	1	0	0	0	0	0	2
126438_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
126541_fr1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
126600_fr3	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
128499_fr4	16	2	6	0	2	2	0	6	2	8	21	2	2	0	2	0	0	2	0	2	2	2	0	2	11	2	2	12	6	4	2	2	2	2	2	0	2	2	5	2
128511_fr6	9	12	8	8	9	8	7	12	6	10	8	8	8	8	8	6	8	8	9	0	8	9	0	7	8	9	8	8	10	9	6	8	8	8	8	7	6	9	7	10
129051_fr2	5	3	0	2	0	0	0	2	1	0	0	5	4	2	3	2	2	4	0	1	3	2	0	0	6	5	4	4	3	4	5	3	0	4	0	0	4	0	0	3
129687_fr3	2	2	10	2	1	2	0	2	0	0	1	0	0	0	2	0	0	1	0	0	1	2	2	0	0	2	2	2	2	0	0	2	2	0	0	1	0	0	0	0
129747_fr4	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	2	0	1	2	2	0	1	0	0	1	1	2	1	1	1	1	0	0	3
129814_fr2	2	0	0	0	2	0	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	2	0	0	2	0	0
129857_fr4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
129865_fr5	2	2	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	2	0	0	1	0	0	0	0	2	0	0	0	0	0	2	2	0	2	3	0	0	0
129960_fr4	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
130034_fr5	2	2	2	2	2	0	0	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	2	11	3	2	2	2	2	2	2	2	2	0	2	0	2	2	2	2
130036_fr1	0	2	3	4	4	1	0	4	0	4	0	0	0	3	3	0	0	4	3	0	4	3	2	0	4	4	0	0	4	4	2	4	4	3	4	0	4	3	0	4
130066_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0
130139_fr1	4	5	4	9	8	6	4	4	8	4	2	0	3	6	8	2	4	2	0	8	7	0	5	4	8	8	7	6	6	5	9	2	0	4	3	9	9	9	8	7
130148_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
130214_fr4	1	0	0	3	2	0	0	0	0	3	1	0	3	4	3	0	0	5	0	5	5	0	2	2	0	0	4	1	0	3	2	3	5	2	0	2	3	4	2	4
130236_fr5	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	2
131878_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
133529_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
133670_fr3	1	0	0	0	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	0	1	0	3
133685_fr4	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	3	0	0	0	4	2	2	2	2	0	0	0	2	0	0	0	0	3	0	0	0	0	2
133756_fr4	3	2	4	0	10	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	12	0	1	0	0	0	0	0	0	0	0	0	0	0	0
133946_fr3	0	3	0	0	0	0	0	0	0	5	0	0	5	0	0	0	0	4	0	0	0	0	0	0	4	3	3	0	0	0	0	0	0	0	0	0	10	0	0	0
134170_fr3	0	2	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
134172_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
134287_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134338_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
134381_fr4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
134405_fr2	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0
135487_fr5	2	9	1	0	9	6	0	1	6	2	2	6	14	4	8	7	8	14	3	11	12	10	0	4	1	14	11	2	2	2	8	11	15	11	11	0	9	11	0	5
136881_fr5	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	10	0	0	0	0
137335_fr1	0	0	0	0	0	0	1	0	0	0	2	2	0	0	0	0	0	2	0	6	3	0	1	2	0	0	3	1	0	3	0	0	0	0	0	0	0	0	0	0
137406_fr3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0
137447_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
137567_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
137569_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0
137627_fr1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	1	1	2	2	0	2	0	2	1	0	3	1	2	2	1	0	1	0	2
137871_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	3
138186_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0
139091_fr5	0	0	0	0	0	0	0	0	0	0	0	4	0	4	0	0	0	1	1	0	5	3	4	5	0	2	0	2	6	2	0	0	0	5	4	0	4	2	0	7
140441_fr2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
140868_fr2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
141052_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141086_fr5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141153_fr2	0	0	0	3	0	0	0	0	4	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141220_fr4	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
141228_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
141642_fr4	0	0	0	4	0	0	0	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	8	2	0	0	0	3	2	1	2	0	2	3	0	3	4	5	0
141775_fr4	11	12	11	15	13	11	12	13	20	11	8	13	15	16	17	2	8	10	12	2	12	13	11	15	14	13	12	12	15	14	16	17	17	14	16	14	17	16	13	14
143364_fr4	2	0	0	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	5	0	0	0	0	0	0	1
143811_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
144144_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	1	0
144152_fr3	2	0	0	2	0	2	0	4	4	6	2	2	2	2	0	2	0	2	0	0	2	1	2	0	0	1	2	2	0	4	4	3	2	2	2	4	2	2	1	2
144171_fr6	4	14	13	21	11	3	3	16	24	10	12	21	22	21	21	5	0	11	9	2	22	15	8	28	23	13	21	27	18	27	36	21	18	23	21	18	32	23	24	14
144272_fr1	1	0	1	2	0	0	0	3	1	0	2	7	0	2	0	0	0	0	2	0	2	2	0	0	2	2	1	2	2	2	0	2	0	0	3	1	2	1	2	1
144281_fr6	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	0	0	0	0	0
144332_fr2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	1	1	0
