GFOSS_contig_ID	C-1	C-2	C-3	C-4	C-5	C-Ac-1	C-Ac-2	C-Ac-3	C-Ac-4	C-Ac-5	Cd-C1-1	Cd-C1-2	Cd-C1-3	Cd-C1-4	Cd-C1-5	Cd-C3-1	Cd-C3-2	Cd-C3-3	Cd-C3-4	Cd-C3-5	MET-C1-1	MET-C1-2	MET-C1-3	MET-C1-4	MET-C1-5	MET-C2-1	MET-C2-2	MET-C2-3	MET-C2-4	MET-C2-5	PYR-C1-1	PYR-C1-2	PYR-C1-3	PYR-C1-4	PYR-C1-5	PYR-C3-1	PYR-C3-2	PYR-C3-3	PYR-C3-4	PYR-C3-5
194448_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0
194450_fr6	0	0	0	2	0	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	3	1	0	0	3	3	5	0	0	0	0	0	0	0	0	4	0
194500_fr4	0	0	0	0	0	0	0	1	0	5	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	6	0	0	0
194528_fr4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
194720_fr2	0	0	0	0	0	0	1	1	4	0	0	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
194768_fr2	2	1	2	2	1	2	2	2	0	1	1	3	0	0	2	5	4	2	7	0	1	0	0	0	2	2	3	1	0	0	0	0	0	2	3	1	4	2	2	0
194792_fr1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	8	0	0	0	0	0	0
194796_fr2	8	12	6	6	9	5	8	5	5	2	16	14	17	14	13	8	19	8	13	2	8	8	5	17	10	8	11	11	16	11	10	15	25	12	16	3	28	14	20	6
194802_fr6	0	2	2	0	1	0	0	0	0	2	0	2	0	2	3	2	2	0	0	0	0	2	0	0	2	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0
194806_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
195088_fr4	0	4	4	0	0	0	0	0	0	2	0	0	0	0	2	2	0	0	0	0	0	4	8	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0
195102_fr4	13	12	9	11	8	12	10	15	6	7	12	11	10	11	11	11	16	11	10	7	10	3	8	13	13	11	5	12	4	11	9	10	11	13	12	12	12	12	12	9
195111_fr3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
195409_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
195483_fr1	7	8	7	4	6	8	2	8	4	3	8	8	7	3	4	3	6	3	8	8	7	4	7	3	9	4	4	4	4	4	4	4	0	3	4	4	4	4	4	3
195622_fr2	2	5	5	5	0	0	4	0	0	0	4	3	11	0	5	4	0	5	0	8	4	0	2	0	1	3	6	2	1	1	6	3	3	0	1	1	1	1	4	0
195667_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	3	4	4	0	0	3	4	4	1	4	3	0	4	0	4	0	4	0	4	4	4	0	4
196197_fr5	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	2	0	1	2	0	2	0	0	0	1	1	0
196397_fr2	0	0	0	4	0	0	0	0	4	0	3	2	15	2	2	4	2	2	0	0	2	2	0	2	2	0	2	2	2	2	0	4	2	4	2	0	2	2	2	2
196580_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196609_fr3	0	0	0	0	1	0	0	0	0	0	0	4	2	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
196615_fr5	0	0	0	0	0	3	0	3	2	0	0	3	0	4	0	0	0	0	4	0	3	2	3	0	4	4	0	0	2	2	0	2	0	2	0	0	4	0	0	2
196745_fr1	10	11	9	10	6	6	9	11	5	0	17	19	17	12	13	10	16	10	11	0	0	9	0	17	14	7	12	10	11	16	9	8	9	14	10	5	7	13	9	0
196843_fr3	3	2	2	10	2	2	17	2	11	13	6	3	2	2	2	2	2	12	17	20	8	2	4	10	4	2	2	2	4	7	7	6	2	11	1	6	19	5	6	7
196858_fr4	5	0	0	7	0	8	7	6	4	6	10	6	0	10	4	7	6	9	16	6	4	5	15	10	10	3	0	4	11	1	8	16	4	16	15	15	6	6	5	6
196884_fr4	0	0	0	0	0	8	0	0	0	0	0	16	11	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197005_fr6	0	0	0	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	1	2	3	0	0	0	0	2
197099_fr1	0	1	2	0	5	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
197161_fr2	0	0	0	1	0	0	0	0	0	2	0	0	0	2	2	0	0	0	0	0	3	0	1	0	0	0	2	1	2	0	0	2	3	2	0	2	2	0	0	0
197192_fr5	0	0	0	1	0	0	0	0	8	0	10	6	0	0	0	4	0	4	1	2	3	0	2	0	0	1	2	6	0	5	11	6	2	6	4	6	3	3	3	3
197640_fr5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197797_fr1	0	0	0	4	0	0	3	1	9	0	0	1	0	0	1	0	2	0	0	10	0	0	0	2	0	0	0	0	0	0	1	0	1	1	1	0	0	0	0	0
197838_fr2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
197987_fr2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
197999_fr3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
198233_fr4	0	0	0	0	1	0	0	0	0	2	2	1	0	1	0	2	0	2	2	2	12	2	2	0	0	3	1	5	0	0	0	3	1	1	0	3	0	3	2	0
198368_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
198421_fr3	19	13	13	23	11	18	24	18	32	23	28	19	10	0	0	26	17	20	11	4	8	14	9	0	2	14	17	19	0	6	28	7	0	10	5	11	15	17	18	14
198451_fr2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
198506_fr4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0
198532_fr3	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0
198854_fr5	2	0	1	9	5	0	1	0	3	3	0	0	0	3	2	0	0	0	2	7	2	8	1	9	2	8	8	10	9	8	0	0	2	2	2	0	2	0	0	2
198995_fr4	4	2	1	2	0	0	3	2	0	0	0	3	3	1	9	8	7	2	6	16	4	3	0	0	2	1	1	4	0	0	0	4	0	2	1	6	1	3	10	0
199594_fr2	0	0	0	0	2	0	0	2	2	4	5	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	4	0	2	0	3	2	0	0	0	0	0	4
199608_fr3	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	0
199807_fr1	2	0	2	0	0	0	2	3	3	0	2	2	0	1	0	0	1	0	0	0	0	0	0	0	6	0	2	0	0	0	2	0	3	2	3	1	3	6	0	0
200269_fr2	0	0	0	0	2	0	0	2	3	2	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	2	2	0	0	0	1	2	0	2	0	0	2
200301_fr2	9	0	10	10	2	4	10	3	2	8	1	15	12	11	12	12	18	0	10	0	11	12	12	12	4	11	11	12	11	14	10	12	10	4	11	2	2	12	12	0
200701_fr2	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
200782_fr1	4	4	3	2	2	3	2	4	3	2	0	0	0	0	0	0	0	2	0	2	2	0	2	0	0	2	0	2	0	0	3	0	2	2	0	2	0	3	4	6
201379_fr2	0	0	0	0	0	0	0	0	0	0	3	4	4	4	4	2	3	0	5	0	0	3	0	4	3	0	2	0	2	5	0	2	0	0	4	0	2	0	0	0
201400_fr3	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0
201844_fr3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
202109_fr3	0	0	0	0	0	0	1	0	0	2	2	2	1	1	2	0	0	2	2	0	2	2	1	0	1	2	0	0	2	2	0	2	2	2	2	0	1	2	0	2
202279_fr1	5	2	4	6	6	6	5	6	5	6	4	6	4	4	4	0	4	4	4	4	4	2	4	13	4	3	4	4	4	13	6	2	2	5	4	3	4	3	6	2
202517_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
202637_fr1	21	9	0	15	6	5	7	10	20	6	5	4	7	6	14	28	7	13	9	19	8	7	19	8	8	5	6	10	11	7	18	10	18	34	21	22	12	21	9	22
202705_fr3	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	7	7	0	8	0	1	4	8	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	1	0
202894_fr3	0	0	0	0	0	8	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	8	0
203444_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
203611_fr1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
203833_fr2	3	2	1	3	6	0	0	10	0	4	1	6	1	3	3	2	3	5	0	0	10	8	4	2	5	10	4	5	7	5	1	4	4	5	4	3	4	2	0	7
204380_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	5
204527_fr2	1	0	0	1	5	0	0	3	3	0	0	0	0	1	1	0	0	0	0	0	2	4	2	0	0	5	4	2	4	3	0	0	0	0	3	0	2	0	0	2
204994_fr3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
205010_fr4	0	0	0	2	2	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	3	0	0	3	0	0	0	0	0	0	0	3	0	0	0
205033_fr3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
205082_fr4	7	0	7	0	5	0	0	0	0	0	0	0	0	10	4	0	0	0	4	0	0	2	0	0	10	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
205875_fr1	2	3	0	0	2	0	0	0	0	0	0	2	0	4	2	0	0	5	0	0	4	0	4	0	0	1	2	0	5	2	0	2	3	0	0	3	4	1	0	4
206723_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1
206895_fr3	0	0	0	1	0	0	0	0	3	4	0	0	0	1	0	0	0	0	1	0	2	0	0	0	2	1	0	0	2	3	0	2	2	2	0	1	0	2	0	4
207005_fr1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
207844_fr2	0	0	0	0	0	1	0	1	0	4	0	1	0	0	1	0	0	0	1	0	1	1	2	3	2	0	0	0	2	6	3	3	6	2	3	0	2	0	0	4
207937_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0
207957_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
208021_fr3	1	2	1	4	0	3	0	1	2	0	0	0	3	6	6	4	0	6	6	0	5	2	2	0	2	1	1	0	3	0	6	7	0	7	6	7	2	0	0	1
208036_fr5	6	4	7	0	6	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	6	0	0	7	9	0	0	8	7	0	0	9	0	0	0	0	0	0	0
208354_fr2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
209438_fr3	7	5	2	5	15	0	0	9	2	18	0	0	0	0	10	0	0	0	0	11	12	11	0	0	8	9	2	3	7	0	0	10	13	9	8	6	16	0	1	0
209919_fr3	0	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	3	0	4	0	0	0	0	0	0	0	0	4	0	0	0
209926_fr1	0	0	0	0	0	0	0	0	0	0	0	4	4	3	2	0	4	0	0	0	4	0	0	8	3	0	4	0	0	4	0	0	2	0	2	0	0	5	0	0
209971_fr2	0	0	0	0	0	0	0	0	0	0	0	3	4	4	4	0	2	0	0	0	2	2	0	3	4	0	2	0	0	3	0	0	0	0	0	0	2	2	0	0
210532_fr6	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	0	0
210555_fr5	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	2	2	0	1	5	0	0	2	0	0	0	0	5	1	0	0	0	0	2
210885_fr3	0	1	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	3
211177_fr4	0	0	0	0	1	0	0	0	0	2	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
211227_fr4	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	4	0	0	0	0	0	3	0
212929_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	5
212968_fr1	0	0	0	0	0	2	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213136_fr3	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213184_fr3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
213376_fr3	1	2	0	3	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	6	0
213827_fr4	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	2	0	1	2	3	0	0	0	2	0	1	0	0	1	0	0	0	0	0
215408_fr6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216753_fr2	1	0	0	3	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
216880_fr6	0	0	0	5	2	8	4	6	10	10	4	1	0	1	2	1	3	0	0	6	7	6	1	1	0	5	4	9	6	5	4	0	0	2	0	1	1	4	7	6
216940_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	4	1	0	0	2	0	0	0	0	0	0	1	1	1	0	0
217521_fr5	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
217647_fr4	0	0	0	0	5	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
217725_fr5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
